2024-06-09/11:31:26		Error occured while validating Filename module 're' has no attribute 'macth'
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/11:49:36		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/11:49:56		Error occured while validating Filename name 'path' is not defined
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/11:50:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/11:54:31		Error occured while validating Filename [Errno 2] No such file or directory: 'Training_Data_Files/.git'
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/11:54:49		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/11:55:27		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/11:56:10		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/11:56:41		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/17:53:51		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/18:29:32		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/18:30:03		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085624.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085625.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085626.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085627.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085628.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085629.csv
2024-06-09/18:30:30		Valid file name! File moved to GoodRaw Folder: booking_20240607_085630.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085611.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085612.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085613.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085614.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085615.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085616.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085617.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085618.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085619.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085620.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085621.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085622.csv
2024-06-09/18:31:42		Valid file name! File moved to GoodRaw Folder: booking_20240607_085623.csv
